type,amount,oldbalanceOrg,newbalanceOrig,isfraud
PAYMENT,52561,8302,20069,0
CASH_OUT,13285,78443,24400,0
CASH_IN,28192,89966,24146,0
TRANSFER,14925,72717,6846,0
PAYMENT,919,12875,40352,0
DEBIT,65918,27219,23694,0
TRANSFER,22630,36182,21740,0
PAYMENT,34122,80541,49438,0
CASH_OUT,74061,42269,30996,0
CASH_OUT,2441,79781,63874,1
TRANSFER,86600,6457,97661,0
TRANSFER,62185,6749,59682,0
CASH_IN,32634,33064,44200,0
PAYMENT,76131,9821,22970,0
TRANSFER,61274,98297,10895,0
CASH_IN,31968,78655,38071,0
CASH_IN,1705,7664,52268,0
TRANSFER,49942,29281,22258,0
CASH_OUT,99333,31821,88890,0
PAYMENT,44235,24647,96177,0
PAYMENT,1413,69918,57300,0
CASH_OUT,83356,81985,61915,0
TRANSFER,74401,82799,8444,0
PAYMENT,38646,90179,75147,0
TRANSFER,10849,74944,76064,0
TRANSFER,65556,89142,66535,0
CASH_IN,47839,27603,3760,0
CASH_OUT,9240,46458,36884,0
TRANSFER,51987,70605,87477,0
DEBIT,40242,19623,26022,0
CASH_OUT,94802,44440,54504,0
PAYMENT,25661,82427,43130,0
CASH_IN,97929,7704,43881,0
PAYMENT,39973,93826,62399,0
PAYMENT,55882,27460,36451,0
CASH_OUT,79208,83045,51413,0
PAYMENT,13749,82805,92057,1
TRANSFER,63304,73511,62278,0
PAYMENT,48366,6565,29639,0
CASH_IN,1799,88003,34621,0
CASH_IN,19430,4870,96985,0
DEBIT,89307,18909,13079,0
CASH_IN,37616,9117,6895,0
PAYMENT,38650,67474,93515,0
CASH_IN,44145,93926,52142,0
CASH_OUT,37077,44322,12552,0
CASH_IN,58430,20128,92930,0
TRANSFER,17367,97317,48821,0
CASH_OUT,39861,69001,97812,0
DEBIT,38272,440,33630,0
TRANSFER,76863,60955,70063,0
PAYMENT,58653,49613,12247,0
PAYMENT,21544,70949,17603,0
PAYMENT,91280,11663,45564,0
TRANSFER,32882,19547,527,1
TRANSFER,7699,81662,56521,0
TRANSFER,69113,5,68458,0
CASH_OUT,86278,7038,5849,0
CASH_OUT,86320,6414,95836,0
PAYMENT,88741,87659,93316,0
CASH_IN,37422,69506,50314,0
PAYMENT,47744,76586,45724,0
DEBIT,87803,2606,93676,0
CASH_OUT,69940,16482,17230,0
TRANSFER,22238,98829,92229,0
CASH_OUT,77934,71873,72495,0
TRANSFER,11329,33948,42730,0
DEBIT,6485,89987,85203,0
DEBIT,97101,91801,91937,1
CASH_OUT,83704,91250,3323,0
TRANSFER,14738,20875,445,0
DEBIT,29555,13057,82945,0
PAYMENT,96646,32400,9963,0
PAYMENT,81696,71458,50511,0
TRANSFER,98760,68607,15437,0
CASH_OUT,98422,87561,16855,0
DEBIT,61766,27503,81947,0
CASH_OUT,68785,23765,10847,0
PAYMENT,38709,46612,3236,0
DEBIT,36831,98318,61897,0
CASH_OUT,30625,84335,13487,0
CASH_IN,13756,93012,77384,0
TRANSFER,86467,81748,62423,0
TRANSFER,22755,9428,13155,0
CASH_IN,1255,31419,11255,0
PAYMENT,24863,65195,1979,0
DEBIT,27642,73695,21305,0
TRANSFER,12866,89846,74543,0
CASH_IN,56903,39142,35094,0
CASH_IN,70651,71540,35098,0
PAYMENT,68059,38289,89566,0
PAYMENT,58192,76948,33770,0
CASH_OUT,2811,58951,9734,0
TRANSFER,97891,11755,71984,0
CASH_OUT,79441,84553,39605,0
CASH_IN,39759,3890,77932,0
DEBIT,73767,94376,55619,0
DEBIT,55664,17175,27881,0
PAYMENT,71584,74727,63401,0
DEBIT,97577,65687,31177,0
DEBIT,55391,84983,40122,0
DEBIT,58611,88287,35297,0
CASH_IN,15092,94711,36680,0
DEBIT,14658,24288,83452,0
DEBIT,374,46629,51044,0
DEBIT,34578,47800,96775,0
CASH_OUT,79656,37367,44084,0
CASH_IN,71504,77810,34189,0
PAYMENT,74642,77754,13510,0
CASH_OUT,7446,89328,90502,0
TRANSFER,86723,68513,22152,0
CASH_IN,26764,82762,84738,0
CASH_IN,60204,29022,26445,0
TRANSFER,24554,69329,76688,0
TRANSFER,60190,59414,71153,0
TRANSFER,63305,1659,1195,0
PAYMENT,12648,57941,59949,0
DEBIT,65725,37930,25433,0
CASH_IN,69419,43473,5305,0
DEBIT,83116,55598,58860,0
DEBIT,17167,16040,73613,0
TRANSFER,45575,69806,48648,0
PAYMENT,70006,13286,63090,0
CASH_OUT,65898,69139,96921,0
PAYMENT,56105,55916,42113,0
DEBIT,64957,17600,42642,0
PAYMENT,87132,2291,33062,0
TRANSFER,70890,13123,71633,0
CASH_OUT,4517,3811,41604,0
TRANSFER,43998,78883,6678,0
CASH_OUT,98431,31276,32121,0
DEBIT,16875,54145,48503,0
CASH_OUT,27223,46619,86940,0
CASH_OUT,55964,81049,71279,0
CASH_OUT,57460,70678,16494,0
PAYMENT,4487,88782,44185,0
PAYMENT,62232,91043,9678,0
DEBIT,6543,26714,37632,1
CASH_OUT,49405,55685,46235,0
CASH_IN,23406,12194,1648,0
DEBIT,12765,73062,81213,0
CASH_OUT,875,64037,88301,1
CASH_OUT,11183,19362,67917,0
PAYMENT,58915,54499,16489,0
DEBIT,38107,46281,77281,0
CASH_OUT,33381,62813,5818,0
CASH_OUT,11264,44852,33149,0
DEBIT,4028,47836,27312,0
CASH_IN,5202,4595,37124,0
DEBIT,2025,95930,1316,0
DEBIT,68926,15402,70990,0
CASH_IN,28353,65283,60046,0
DEBIT,69316,92676,78643,0
CASH_OUT,5839,88131,69610,0
DEBIT,34391,42723,86724,0
CASH_IN,81091,51322,97504,0
TRANSFER,18273,46764,64042,0
DEBIT,53270,24911,23102,0
PAYMENT,43316,91288,31957,0
CASH_OUT,91221,19405,12872,0
CASH_OUT,58428,58122,50094,0
PAYMENT,90908,89756,47719,0
PAYMENT,158,99489,73885,0
DEBIT,1764,3447,19693,0
PAYMENT,26755,53143,50478,0
TRANSFER,72924,62906,98163,1
CASH_IN,55843,10662,43677,0
PAYMENT,20150,63001,60012,0
PAYMENT,74917,58282,10760,0
TRANSFER,60663,4899,11584,0
CASH_OUT,92545,28582,2106,0
CASH_OUT,61531,67471,13669,0
DEBIT,78325,42213,25223,1
TRANSFER,31085,75871,60666,0
CASH_IN,30707,83205,35706,0
CASH_IN,54554,74081,68019,0
TRANSFER,9805,83805,61585,0
CASH_IN,64565,37830,27482,0
CASH_OUT,52214,7066,60369,0
CASH_IN,69764,10712,34143,0
CASH_IN,64870,81527,24240,1
TRANSFER,51539,65365,10015,1
TRANSFER,11682,87185,82164,1
CASH_IN,54248,99851,63023,0
PAYMENT,96588,30806,51500,1
TRANSFER,35960,12210,63925,0
DEBIT,11019,36972,90979,0
DEBIT,47106,34136,96355,0
CASH_OUT,19554,44297,80596,0
CASH_IN,55738,15945,92973,1
PAYMENT,29391,95201,49631,0
CASH_OUT,25297,42477,76190,0
CASH_IN,64620,79180,63652,0
TRANSFER,68132,70453,51087,0
DEBIT,68194,85404,79789,0
PAYMENT,40091,77413,54909,0
DEBIT,83647,13224,11565,0
TRANSFER,45322,3052,27597,0
CASH_IN,87238,27272,93304,0
TRANSFER,72953,41150,65623,0
TRANSFER,82800,96204,9432,0
DEBIT,80780,17316,74300,0
PAYMENT,52736,53389,65714,0
TRANSFER,22221,63332,91837,0
DEBIT,29490,7240,49314,0
PAYMENT,47790,97095,41965,0
CASH_IN,57148,68774,97449,0
CASH_IN,90392,43175,84268,0
CASH_OUT,42513,565,67957,0
DEBIT,57903,87298,43715,0
PAYMENT,46203,71094,53450,0
TRANSFER,61368,16375,86062,0
CASH_IN,80867,25710,61902,0
PAYMENT,78192,49895,28317,0
DEBIT,22127,76639,66753,0
CASH_OUT,59066,15174,35242,0
CASH_IN,58716,87329,929,0
PAYMENT,70439,27597,99806,0
PAYMENT,9486,74289,98724,0
PAYMENT,82816,38397,13580,0
DEBIT,55016,71854,95967,0
DEBIT,87248,33069,20742,1
DEBIT,69928,85687,17833,0
TRANSFER,63165,40274,96421,0
PAYMENT,67331,74237,71347,0
CASH_IN,45808,72498,74155,1
DEBIT,77281,38197,89791,0
DEBIT,30187,48634,90508,0
PAYMENT,96258,30041,13527,0
DEBIT,82225,7248,58139,0
TRANSFER,43023,85365,98410,0
TRANSFER,82610,2203,69585,0
DEBIT,96109,51986,41057,0
PAYMENT,53460,25370,67439,0
PAYMENT,98638,35247,44261,0
PAYMENT,47938,75922,70912,1
CASH_OUT,92413,434,42,0
DEBIT,45392,62982,22769,0
PAYMENT,99300,65180,67113,0
TRANSFER,85048,34474,77918,0
CASH_IN,770,24644,22449,0
CASH_IN,24152,38493,38653,0
PAYMENT,17300,83824,28859,0
CASH_IN,71045,3959,8576,0
CASH_IN,374,47289,45874,0
CASH_OUT,56931,11143,77199,0
TRANSFER,19807,39593,36345,0
TRANSFER,32545,39115,70780,0
CASH_OUT,46310,22540,69428,0
CASH_OUT,47186,35481,92648,0
CASH_IN,16115,95505,4321,0
DEBIT,7949,77097,5776,0
CASH_IN,79482,22578,16119,0
CASH_OUT,42039,12787,30569,0
TRANSFER,15873,72048,38596,0
CASH_IN,78107,52879,52967,0
DEBIT,10457,10596,33063,1
CASH_IN,96170,97282,98717,0
PAYMENT,46950,60669,22340,0
CASH_IN,77957,19930,75723,0
CASH_OUT,85011,47950,55430,0
TRANSFER,19652,95737,6668,0
TRANSFER,96808,18687,80880,0
CASH_OUT,95909,52833,8195,0
PAYMENT,67653,35989,82097,0
CASH_OUT,7938,30183,57995,0
CASH_IN,48012,20758,87834,0
CASH_OUT,84863,1082,38250,0
CASH_OUT,25027,96368,16076,0
PAYMENT,79074,45891,15376,0
CASH_IN,13323,45810,55839,0
DEBIT,1569,46901,64723,0
DEBIT,50903,83512,43442,0
TRANSFER,15177,71062,5392,0
CASH_OUT,80889,96622,27106,0
TRANSFER,38608,21563,79845,0
PAYMENT,7533,72008,24809,0
DEBIT,49787,2775,693,0
CASH_OUT,28449,15828,99473,0
PAYMENT,81070,17974,94769,0
PAYMENT,13295,22388,59821,0
CASH_OUT,10983,80591,74159,0
PAYMENT,22704,18615,74710,0
CASH_OUT,35784,37886,11352,0
CASH_OUT,4312,22838,52196,0
CASH_IN,22401,40728,71066,0
TRANSFER,4621,78000,4992,0
PAYMENT,9382,52798,53076,0
PAYMENT,24322,72776,23354,0
CASH_IN,14090,70478,3312,0
CASH_IN,80628,19622,45833,0
CASH_IN,96223,13536,4318,0
DEBIT,20884,67136,99992,0
DEBIT,62547,5700,66003,0
DEBIT,73924,38839,27192,0
CASH_OUT,1607,10248,89199,0
PAYMENT,11610,45291,96782,0
TRANSFER,3757,82629,37489,0
CASH_OUT,79425,84891,40309,0
PAYMENT,78563,17177,28273,0
PAYMENT,24825,19483,47553,0
CASH_IN,84510,43815,29473,1
CASH_IN,94358,38533,61410,0
CASH_OUT,24724,26,13679,0
CASH_IN,18900,60611,92981,0
PAYMENT,61519,87242,45310,0
CASH_IN,61834,24660,83406,1
DEBIT,4735,55103,60683,0
CASH_IN,43215,52253,25992,0
PAYMENT,20694,42082,29433,0
CASH_OUT,91871,16258,76574,0
TRANSFER,57921,98315,25933,0
CASH_IN,98088,89690,45020,1
PAYMENT,13102,95220,29236,0
TRANSFER,95928,15389,58735,0
TRANSFER,39780,91860,9770,0
DEBIT,25467,27685,69285,0
TRANSFER,71677,59220,35271,0
PAYMENT,90761,27195,73391,0
PAYMENT,62904,21797,23439,1
CASH_IN,61315,71310,95826,0
CASH_IN,12622,97169,11101,0
CASH_IN,78637,66332,92776,0
TRANSFER,37099,93925,82319,0
TRANSFER,95305,62907,44917,1
DEBIT,52147,7188,92345,0
CASH_IN,569,23696,83459,0
CASH_OUT,66259,2024,80562,0
DEBIT,37371,73202,41196,0
CASH_OUT,80730,35985,23569,0
TRANSFER,15271,6584,41887,0
DEBIT,20382,90998,20893,0
DEBIT,55365,27044,87971,0
PAYMENT,97686,5285,55304,1
TRANSFER,98570,63115,32399,0
TRANSFER,57930,7370,25236,0
DEBIT,32554,17903,92735,0
TRANSFER,47,32499,85870,0
DEBIT,43042,97904,98753,0
